household_ID,member_ID,age,relationship_to_the_head_of_household,gender,ethnicity,religion,marital_status,current_attendance_in_any_education_instituition,highest_level_of_education,main_activity_engaged_in,main_occupation,daily_wage_owner_or_not,employment_status_of_the_main_occupation,no_of_hours_stayed_at_home_during_last_week,member_went_out_for_work_or_not_during_last_week
ID3672,I4,3,Son/daughter,Female,Sinhala,Buddhism,Never married,Preschool,,,,,,113.0,
ID3673,I1,50,Head of the household,Male,Sinhala,Buddhism,Separated (not legally),Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Clerk,No,Private sector employee,77.5,
ID3673,I2,19,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 12,Student,,,,153.0,
ID3673,I3,13,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 8,Student,,,,168.0,
ID3673,I4,72,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 10,Household activities,,,,168.0,
ID3674,I1,39,Head of the household,Female,Sinhala,Buddhism,Separated (not legally),Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Related to forces,No,Semi government employee,129.0,
ID3674,I2,67,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 8,Retired - Obtaining government/semi-government pension payment and currently not engaged in economic activity (not employed elsewhere or not engaged in any own business),,,,0.0,
ID3674,I3,17,Son/daughter,Male,Sinhala,Buddhism,Never married,Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Plant and machine operator and assembler,No,Private sector employee,78.75,
ID3674,I4,10,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 6,,,,,168.0,
ID3675,I1,77,Head of the household,Female,Sinhala,Buddhism,Never married,Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Own account worker,162.0,
ID3676,I1,69,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 12,Retired from the private/semi-government sector and does not obtain any pension payment,,,,147.0,
ID3676,I2,65,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 10,Household activities,,,,168.0,
ID3677,I1,77,Head of the household,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed G.C.E.(O/L),Received other pension payments,,,,168.0,
ID3677,I2,68,Domestic servant/driver/watcher,Female,Sri Lankan Tamil,Hinduism,Widowed,Does not attend,Passed Grade 7,Too old / Disable/ unable to work,,,,168.0,
ID3678,I1,60,Head of the household,Male,Indian Tamil,Hinduism,Currently married (registered),Does not attend,Passed Degree / Diploma,Engaged in economic activity/ currently employed/ engaged in own business,Professional,No,Own account worker,168.0,
ID3678,I2,48,Wife/Husband,Female,Indian Tamil,Hinduism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Elementary occupation,No,Private sector employee,0.0,
ID3678,I3,30,Son/daughter,Female,Indian Tamil,Hinduism,Never married,Does not attend,Passed Degree / Diploma,Engaged in economic activity/ currently employed/ engaged in own business,Elementary occupation,No,Private sector employee,0.0,
ID3678,I4,21,Son/daughter,Female,Indian Tamil,Hinduism,Never married,Does not attend,Passed Degree / Diploma,Student,,,,160.0,
ID3679,I1,61,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID3679,I2,61,Wife/Husband,Female,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID3680,I1,54,Head of the household,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,156.0,
ID3680,I2,27,Son/daughter,Male,Sinhala,Buddhism,Never married,Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,No,Private sector employee,0.0,
ID3680,I3,20,Son/daughter,Female,Sinhala,Buddhism,Never married,University,Passed G.C.E.(A/L) or equivalent,Student,,,,113.0,
ID3681,I1,44,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,No,Private sector employee,0.0,
ID3681,I2,44,Wife/Husband,Female,Sinhala,Roman Catholicism,Currently married (registered),Still a toddler,Passed G.C.E.(A/L) or equivalent,Household activities,,,,168.0,
ID3681,I3,19,Son/daughter,Female,Sinhala,Roman Catholicism,Never married,School,Passed G.C.E.(O/L),Student,,,,84.0,
ID3681,I4,13,Son/daughter,Female,Sinhala,Roman Catholicism,Never married,School,Passed Grade 8,Student,,,,133.0,
ID3681,I5,70,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID3682,I1,40,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Clerk,No,Private sector employee,150.0,
ID3682,I2,34,Wife/Husband,Female,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,168.0,
ID3682,I3,8,Son/daughter,Male,Sinhala,Roman Catholicism,Never married,School,Passed Grade 3,,,,,128.0,
ID3682,I4,4,Son/daughter,Male,Sinhala,Roman Catholicism,Never married,Preschool,,,,,,143.0,
ID3682,I5,59,Parents of the head of the Household/ spouse,Female,Sinhala,Roman Catholicism,Widowed,Does not attend,Passed G.C.E.(O/L),Too old / Disable/ unable to work,,,,168.0,
ID3683,I1,57,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,Yes,Own account worker,168.0,
ID3683,I2,53,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID3683,I3,81,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 8,Household activities,,,,168.0,
ID3684,I1,46,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Private sector employee,75.0,
ID3684,I2,42,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 10,Household activities,,,,168.0,
ID3684,I3,22,Son/daughter,Male,Sinhala,Buddhism,Never married,Vocational/Technical Institution,Passed G.C.E.(O/L),Student,,,,84.0,
ID3684,I4,18,Son/daughter,Male,Sinhala,Buddhism,Never married,Vocational/Technical Institution,Passed Grade 10,Student,,,,84.0,
ID3685,I1,57,Head of the household,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,No,Private sector employee,125.0,
ID3685,I2,54,Wife/Husband,Female,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,168.0,
ID3685,I3,93,Parents of the head of the Household/ spouse,Male,Sinhala,Roman Catholicism,Widowed,Does not attend,Passed Degree / Diploma,Retired - Obtaining government/semi-government pension payment and currently not engaged in economic activity (not employed elsewhere or not engaged in any own business),,,,168.0,
ID3686,I1,50,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,No,Private sector employee,0.0,
ID3686,I2,48,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,148.0,
ID3686,I3,17,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed G.C.E.(O/L),Student,,,,20.0,
ID3686,I4,12,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 8,Student,,,,125.0,
ID3686,I5,8,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 4,,,,,134.0,
ID3686,I6,69,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 10,Household activities,,,,72.0,
ID3687,I1,43,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Skilled agricultural and fishery worker,No,Employer,50.0,
ID3687,I2,43,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 12,Household activities,,,,168.0,
ID3687,I3,20,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed G.C.E.(A/L) or equivalent,Student,,,,168.0,
ID3687,I4,18,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 12,Student,,,,168.0,
ID3687,I5,14,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 10,Student,,,,168.0,
ID3688,I1,40,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Private sector employee,98.0,
ID3688,I2,32,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Plant and machine operator and assembler,Yes,Private sector employee,92.0,
ID3688,I3,15,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 10,Student,,,,120.0,
ID3688,I4,10,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 6,,,,,120.0,
ID3689,I1,76,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Degree / Diploma,Retired - Obtaining government/semi-government pension payment and currently not engaged in economic activity (not employed elsewhere or not engaged in any own business),,,,168.0,
ID3689,I2,76,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,168.0,
ID3689,I3,53,Other relative,Female,Sinhala,Buddhism,Never married,Does not attend,Passed Grade 5,Household activities,,,,168.0,
ID3690,I1,75,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),Clerk,No,Government employee,168.0,
ID3690,I2,73,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),Clerk,No,Government employee,168.0,
ID3690,I3,46,Son/daughter,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,0.0,
ID3690,I4,50,Son-in-law/Daughter in law,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Professional,No,Government employee,0.0,
ID3690,I5,15,Grandson/ Granddaughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 10,Student,,,,0.0,
ID3691,I1,50,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,No,Private sector employee,168.0,
ID3691,I2,49,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 8,Household activities,,,,168.0,
ID3691,I3,76,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 8,Too old / Disable/ unable to work,,,,168.0,
ID3691,I4,27,Son/daughter,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Professional,No,Government employee,120.0,
ID3691,I5,26,Son-in-law/Daughter in law,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Clerk,No,Government employee,120.0,
ID3692,I1,47,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,120.0,
ID3692,I2,45,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,168.0,
ID3692,I3,20,Son/daughter,Male,Sinhala,Buddhism,Never married,Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,70.0,
ID3692,I4,15,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 10,Student,,,,168.0,
ID3692,I5,5,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Studying/Studied Grade 1,,,,,168.0,
ID3692,I6,24,Other relative,Male,Sinhala,Buddhism,Never married,Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,100.0,
