household_ID,no_of_electricity_meters,electricity_provider_csc_area,own_the_house_or_living_on_rent,occupy_renters_boarders,awareness_of_electricity_consumption_of_renters,built_year_of_the_house,type_of_house,floor_which_house_located,no_of_storeys,floor_area,no_of_household_members,charging_method_of_renters_for_electricity,charged_method_for_rent_for_electricity,is_there_business_carried_out_in_the_household,type_of_business,whom_or_how_the_house_was_designed,availability_of_certificate_of_compliance,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,any_constructions_or_renovations_in_the_household,highest_level_of_education_of_the_chief_wage_earner,occupation_of_the_chief_wage_earner,socio_economic_class,total_monthly_expenditure_of_last_month,type_of_electricity_meter
ID3430,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - More than 2 floors,,3.0,4000.0,4,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Small Businessman / Self employed (Non professional),SEC B,100000.0,Smart meter
ID3431,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,1000.0,5,,,No,,,,I am not aware of that,,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,100000.0,Smart meter
ID3432,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Double Floor,,,3000.0,3,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,50000.0,Smart meter
ID3433,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Double Floor,,,1200.0,4,,,No,,,,Brick,,No,Other professional certificates with O/L or A/L / Part qualification (Non graduate),Middle and Senior executive,SEC A,150000.0,Smart meter
ID3434,1,PITA-KOTTE,"Yes, I or a household member owns it.","Renters / boarders who are living in your annexe or any other attached place, maintaining separate living conditions but share the same electricity meter.","I know all the details about the electricity consumption of the renters/ boarders; i.e.; the appliances they use and the number of hours they use each appliance, the times they keep the lights and fans switched on etc.",Before 1980,Single House - Single Floor,,,900.0,7,You charge an amount for electricity depending on the variance of the bill.,,No,,,,Brick,,No,Schooling up to Grade 6 - 9,Small Businessman / Self employed (Non professional),SEC D,70000.0,Smart meter
ID3435,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Double Floor,,,2000.0,3,,,No,,,,Cement Block,,No,Graduate / Post-Grads / Degree level professional qualification,Middle and Senior executive,SEC A,150000.0,Smart meter
ID3436,1,ALUTHGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Single Floor,,,1050.0,3,,,No,,,,Cement Block,,No,O/L or A/L pending / Passed,Clerk / Salesman grades,SEC C,30000.0,Non smart meter
ID3437,1,ALUTHGAMA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,750.0,5,,You pay the full amount of the electricity bill.,No,,,,I am not aware of that,,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,50000.0,Non smart meter
ID3438,2,ALUTHGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Double Floor,,,1600.0,13,,,No,,,,Cement Block,,No,O/L or A/L pending / Passed,Small Businessman / Self employed (Non professional),SEC C,120000.0,Smart meter
ID3439,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,1200.0,3,,,No,,,,Brick,,No,O/L or A/L pending / Passed,Clerk / Salesman grades,SEC C,75000.0,Smart meter
ID3440,1,KESELWATTA,"No, I or any household member does not own or rent this household. We occupy this household without any payment of rent.",,,Before 1980,Single House - Single Floor,,,2178.0,6,,You don't pay the owner for electricity consumption.,No,,,,Brick,,No,O/L or A/L pending / Passed,Supervisor grades,SEC C,100000.0,Smart meter
ID3441,1,KOTIKAWATTA,"Yes, I or a household member owns it.","Renters / boarders who are living in your annexe or any other attached place, maintaining separate living conditions but share the same electricity meter.","I know all the details about the electricity consumption of the renters/ boarders; i.e.; the appliances they use and the number of hours they use each appliance, the times they keep the lights and fans switched on etc.",2010-2019,Single House - Double Floor,,,2500.0,5,You don't charge them for electricity consumption.,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,45000.0,Smart meter
ID3442,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,700.0,3,,,No,,,,Cement Block,,No,Schooling up to Grade 6 - 9,Self employed (Professional) - No employees,SEC D,35000.0,Non smart meter
ID3443,1,KOTIKAWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,750.0,5,,,Yes,A shop,,,Cement Block,,No,Schooling up to Grade 6 - 9,Small Businessman / Self employed (Non professional),SEC D,65000.0,Smart meter
ID3444,1,PANADURA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,1500.0,3,,,No,,,,Cabook,,No,Diploma with O/L or A/L (Non graduate),1-9 Employed,SEC A,130000.0,Non smart meter
ID3445,1,MAHARAGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Single Floor,,,1500.0,3,,,No,,,,Cement Block,,No,Other professional certificates with O/L or A/L / Part qualification (Non graduate),1-9 Employed,SEC A,80000.0,Smart meter
ID3446,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Double Floor,,,1090.0,2,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,75000.0,Smart meter
ID3447,1,PITA-KOTTE,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,1000.0,3,,You pay the full amount of the electricity bill.,Yes,Other,,,I am not aware of that,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,60000.0,Smart meter
ID3448,1,PITA-KOTTE,"Yes, I or a household member owns it.","Renters / boarders who are living in your annexe or any other attached place, maintaining separate living conditions but share the same electricity meter.","I know all the details about the electricity consumption of the renters/ boarders; i.e.; the appliances they use and the number of hours they use each appliance, the times they keep the lights and fans switched on etc.",1990-1999,Single House - Double Floor,,,2000.0,4,"You don't charge a specific amount for electricity but charge a varied amount for all the utilities such as electricity, water etc. The amount charged varied based on the utility bills.",,No,,,,Brick,,No,O/L or A/L pending / Passed,Clerk / Salesman grades,SEC C,150000.0,Smart meter
ID3449,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,600.0,8,,,No,,,,Cement Block,,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,120000.0,Smart meter
ID3450,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,3000.0,6,,,No,,,,Brick,,No,Schooling up to Grade 6 - 9,Small Businessman / Self employed (Non professional),SEC D,100000.0,Smart meter
ID3451,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,2600.0,2,,,Yes,A shop,,,I am not aware of that,,No,O/L or A/L pending / Passed,Small Businessman / Self employed (Non professional),SEC C,100000.0,Smart meter
ID3452,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,1700.0,5,,,No,,,,Brick,,No,Other professional certificates with O/L or A/L / Part qualification (Non graduate),Manager / Professional,SEC A,150000.0,Smart meter
ID3453,2,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Double Floor,,,1200.0,5,,,No,,,,Cement Block,,No,Diploma with O/L or A/L (Non graduate),Middle and Senior executive,SEC A,75000.0,Smart meter
ID3454,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,2000.0,6,,,No,,,,Brick,,No,Schooling up to Grade 6 - 9,1-9 Employed,SEC B,200000.0,Smart meter
ID3455,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,420.0,2,,,No,,,,Cabook,,No,Diploma with O/L or A/L (Non graduate),Skilled Worker,SEC C,50000.0,Non smart meter
ID3456,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Double Floor,,,2400.0,4,,,No,,,,Brick,,Yes,Diploma with O/L or A/L (Non graduate),Clerk / Salesman grades,SEC B,,Smart meter
ID3457,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,600.0,6,,,Yes,Other,,,Cabook,,No,O/L or A/L pending / Passed,Self employed (Professional) - No employees,SEC B,100000.0,Smart meter
ID3458,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,150.0,4,,,No,,,,Cement Block,,No,O/L or A/L pending / Passed,Unskilled Worker,SEC D,40000.0,Smart meter
ID3459,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Double Floor,,,1800.0,5,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Middle and Senior executive,SEC A,90000.0,Smart meter
ID3460,1,ALUTHGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Single Floor,,,1050.0,3,,,No,,,,Cement Block,,Yes,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,25000.0,Non smart meter
ID3461,1,DALUGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,2725.0,3,,,No,,,,Cement Block,,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,50000.0,Non smart meter
ID3462,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Double Floor,,,1200.0,5,,,No,,,,Brick,,Yes,Diploma with O/L or A/L (Non graduate),Skilled Worker,SEC C,50000.0,Smart meter
ID3463,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,500.0,4,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,120000.0,Smart meter
ID3464,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,3000.0,2,,,No,,,,Cement Block,,No,O/L or A/L pending / Passed,1-9 Employed,SEC B,48000.0,Smart meter
ID3465,1,PITA-KOTTE,"Yes, I or a household member owns it.","Renters / boarders who are living in your annexe or any other attached place, maintaining separate living conditions but share the same electricity meter.","I know all the details about the electricity consumption of the renters/ boarders; i.e.; the appliances they use and the number of hours they use each appliance, the times they keep the lights and fans switched on etc.",Before 1980,Single House - Single Floor,,,2750.0,6,You charge a fixed amount every month for electricity.,,No,,,,Cabook,,No,Schooling up to Grade 6 - 9,Manager / Professional,SEC B,65000.0,Smart meter
ID3466,1,DALUGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Single Floor,,,3100.0,3,,,No,,,,Brick,,No,Other professional certificates with O/L or A/L / Part qualification (Non graduate),Small Businessman / Self employed (Non professional),SEC B,150000.0,Smart meter
ID3467,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,1200.0,7,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,120000.0,Smart meter
ID3468,1,PANADURA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,1300.0,6,,,No,,,,Cement Block,,No,O/L or A/L pending / Passed,Self employed (Professional) - No employees,SEC B,60000.0,Smart meter
ID3469,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,1500.0,2,,,No,,,,Brick,,Yes,Other professional certificates with O/L or A/L / Part qualification (Non graduate),Middle and Senior executive,SEC A,60000.0,Smart meter
ID3470,1,PANADURA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,900.0,5,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,100000.0,Smart meter
ID3471,1,ALUTHGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,1512.0,4,,,No,,,,Stones/Cube stones,,No,O/L or A/L pending / Passed,1-9 Employed,SEC B,92000.0,Non smart meter
ID3472,1,PITA-KOTTE,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Double Floor,,,500.0,2,,You pay the full amount of the electricity bill.,No,,,,I am not aware of that,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,120000.0,Non smart meter
ID3473,1,PITA-KOTTE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Double Floor,,,2500.0,5,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,1-9 Employed,SEC A,30000.0,Smart meter
ID3474,1,MAHARAGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Double Floor,,,1000.0,3,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,250000.0,Smart meter
ID3475,1,PANADURA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Double Floor,,,2300.0,4,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,100000.0,Smart meter
ID3476,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Double Floor,,,2700.0,4,,,No,,,,Cement Block,,No,Graduate / Post-Grads / Degree level professional qualification,Junior executive / Executive,SEC A,150000.0,Smart meter
ID3477,1,PANADURA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,1224.0,4,,You pay the full amount of the electricity bill.,No,,,,I am not aware of that,,No,Graduate / Post-Grads / Degree level professional qualification,Middle and Senior executive,SEC A,50000.0,Non smart meter
ID3478,1,PANADURA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,304.0,5,,You pay the full amount of the electricity bill.,No,,,,Cement Block,,No,Schooling up to Grade 6 - 9,Skilled Worker,SEC D,60000.0,Smart meter
ID3479,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,3800.0,4,,,No,,,,Brick,,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,110000.0,Smart meter
ID3480,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,2400.0,4,,,No,,,,Cabook,,No,O/L or A/L pending / Passed,Small Businessman / Self employed (Non professional),SEC C,50000.0,Smart meter
ID3481,1,PAYAGALA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,240.0,3,,,No,,,,Brick,,No,Schooling up to Grade 6 - 9,Skilled Worker,SEC D,40000.0,Non smart meter
ID3482,1,PAYAGALA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,900.0,6,,You pay the full amount of the electricity bill.,No,,,,Cabook,,Yes,O/L or A/L pending / Passed,Skilled Worker,SEC C,80000.0,Non smart meter
ID3483,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,900.0,4,,,No,,,,Brick,,No,Schooling up to Grade 6 - 9,Skilled Worker,SEC D,50000.0,Smart meter
ID3484,1,PAYAGALA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Double Floor,,,1000.0,2,,,No,,,,Brick,,No,O/L or A/L pending / Passed,Clerk / Salesman grades,SEC C,35000.0,Non smart meter
